Training_ID,Student_ID,Course_Name,Training_Type,Training_Attendance,Training_Score,Feedback_Rating,Pre_Training_Score,Post_Training_Score,Training_Impact,Improvement
T02336,S2336,Leadership,Soft Skills,Yes,80.0,6.0,80.0,80.0,Improvement,0.0
T02337,S2337,Python Programming,Soft Skills,Yes,75.0,2.0,80.0,80.0,Improvement,0.0
T02338,S2338,Leadership,Soft Skills,No,80.0,3.0,77.0,64.0,no,-13.0
T02339,S2339,IoT Basics,Technical,Yes,80.0,6.0,80.0,80.0,no,0.0
T02340,S2340,IoT Basics,Soft Skills,No,80.0,3.0,80.0,80.0,No Improvement,0.0
T02341,S2341,Cloud Computing,Technical,Yes,28.0,6.0,80.0,80.0,Improvement,0.0
T02342,S2342,Python Programming,Technical,No,80.0,3.0,80.0,35.0,Improvement,-45.0
T02343,S2343,IoT Basics,Soft Skills,Yes,88.0,3.0,80.0,80.0,no,0.0
T02344,S2344,Leadership,Soft Skills,No,80.0,6.0,80.0,80.0,Improvement,0.0
T02345,S2345,IoT Basics,Technical,Yes,80.0,3.0,80.0,80.0,no,0.0
T02346,S2346,Blockchain,Technical,Yes,80.0,3.0,80.0,80.0,no,0.0
T02347,S2347,Web Development,Soft Skills,Yes,80.0,6.0,30.0,80.0,no,50.0
T02348,S2348,Negotiation,Technical,Yes,80.0,3.0,80.0,80.0,no,0.0
T02349,S2349,Python Programming,Technical,Yes,51.0,5.0,80.0,36.0,no,-44.0
T02350,S2350,Python Programming,no,No,80.0,3.0,80.0,80.0,Improvement,0.0
T02351,S2351,no,Soft Skills,No,80.0,3.0,80.0,80.0,No Improvement,0.0
T02352,S2352,Web Development,Soft Skills,No,80.0,6.0,30.0,68.0,no,38.0
T02353,S2353,IoT Basics,Technical,No,80.0,4.0,80.0,80.0,Improvement,0.0
T02354,S2354,Web Development,Technical,No,80.0,4.0,80.0,10.0,No Improvement,-70.0
T02355,S2355,Web Development,no,No,80.0,6.0,80.0,80.0,no,0.0
T02356,S2356,IoT Basics,Soft Skills,No,80.0,3.0,80.0,80.0,Improvement,0.0
T02357,S2357,AI Fundamentals,Soft Skills,No,80.0,4.0,80.0,80.0,No Improvement,0.0
T02358,S2358,Web Development,Technical,No,80.0,6.0,21.0,80.0,Improvement,59.0
T02359,S2359,Communication Skills,Technical,Yes,80.0,6.0,98.0,80.0,no,-18.0
T02360,S2360,IoT Basics,Soft Skills,No,80.0,6.0,80.0,80.0,Improvement,0.0
T02361,S2361,Blockchain,Technical,Yes,80.0,6.0,80.0,80.0,no,0.0
T02362,S2362,Cloud Computing,no,Yes,80.0,3.0,54.0,80.0,no,26.0
T02363,S2363,Cybersecurity,no,Yes,80.0,5.0,80.0,80.0,Improvement,0.0
T02364,S2364,Cybersecurity,no,No,80.0,6.0,80.0,64.0,No Improvement,-16.0
T02365,S2365,Communication Skills,Technical,No,80.0,3.0,57.0,80.0,no,23.0
T02366,S2366,Web Development,no,No,80.0,3.0,80.0,25.0,Improvement,-55.0
T02367,S2367,Data Science,no,no,76.0,3.0,80.0,80.0,Improvement,0.0
T02368,S2368,no,no,no,92.0,6.0,51.0,80.0,Improvement,29.0
T02369,S2369,Web Development,Soft Skills,Yes,10.0,6.0,80.0,80.0,no,0.0
T02370,S2370,Python Programming,Soft Skills,Yes,80.0,3.0,80.0,80.0,Improvement,0.0
T02371,S2371,Python Programming,Soft Skills,Yes,80.0,3.0,80.0,80.0,no,0.0
T02372,S2372,Blockchain,Technical,no,80.0,3.0,80.0,91.0,Improvement,11.0
T02373,S2373,no,no,No,80.0,3.0,80.0,16.0,No Improvement,-64.0
T02374,S2374,Cloud Computing,Technical,Yes,77.0,2.0,15.0,52.0,Improvement,37.0
T02375,S2375,Blockchain,Soft Skills,Yes,80.0,3.0,80.0,80.0,Improvement,0.0
T02376,S2376,Cloud Computing,Technical,No,80.0,6.0,20.0,80.0,Improvement,60.0
T02377,S2377,Blockchain,Soft Skills,Yes,80.0,6.0,80.0,80.0,Improvement,0.0
T02378,S2378,Data Science,Soft Skills,No,80.0,3.0,80.0,39.0,no,-41.0
T02379,S2379,no,Soft Skills,No,80.0,3.0,80.0,80.0,no,0.0
T02380,S2380,no,Technical,no,95.0,4.0,80.0,80.0,no,0.0
T02381,S2381,DevOps,Soft Skills,Yes,80.0,1.0,80.0,80.0,no,0.0
T02382,S2382,Blockchain,no,Yes,80.0,3.0,80.0,80.0,No Improvement,0.0
T02383,S2383,Blockchain,Soft Skills,Yes,100.0,5.0,80.0,59.0,no,-21.0
T02384,S2384,Cloud Computing,Soft Skills,No,80.0,3.0,80.0,80.0,no,0.0
T02385,S2385,Cybersecurity,Soft Skills,Yes,80.0,3.0,80.0,80.0,Improvement,0.0
T02386,S2386,no,Technical,No,80.0,2.0,80.0,80.0,No Improvement,0.0
T02387,S2387,Web Development,Technical,no,80.0,6.0,80.0,80.0,No Improvement,0.0
T02388,S2388,Web Development,Technical,No,80.0,3.0,80.0,80.0,no,0.0
T02389,S2389,Web Development,no,No,80.0,3.0,80.0,80.0,no,0.0
T02390,S2390,Cloud Computing,Soft Skills,Yes,80.0,4.0,80.0,80.0,Improvement,0.0
T02391,S2391,Cloud Computing,Technical,Yes,80.0,5.0,80.0,80.0,no,0.0
T02392,S2392,Data Science,Technical,Yes,80.0,5.0,41.0,80.0,Improvement,39.0
T02393,S2393,Cybersecurity,no,Yes,80.0,1.0,14.0,80.0,No Improvement,66.0
T02394,S2394,AI Fundamentals,Soft Skills,Yes,80.0,6.0,80.0,80.0,no,0.0
T02395,S2395,Data Science,Soft Skills,No,97.0,3.0,80.0,80.0,no,0.0
T02396,S2396,DevOps,no,No,80.0,3.0,80.0,80.0,Improvement,0.0
T02397,S2397,no,Soft Skills,No,73.0,3.0,80.0,80.0,Improvement,0.0
T02398,S2398,DevOps,no,No,80.0,6.0,80.0,80.0,no,0.0
T02399,S2399,Python Programming,Soft Skills,No,80.0,2.0,80.0,43.0,Improvement,-37.0
T02400,S2400,no,no,Yes,80.0,6.0,80.0,80.0,no,0.0
T02401,S2401,DevOps,no,No,80.0,3.0,78.0,80.0,Improvement,2.0
T02402,S2402,Python Programming,Technical,Yes,98.0,4.0,4.0,80.0,Improvement,76.0
T02403,S2403,Web Development,Soft Skills,Yes,9.0,3.0,49.0,80.0,no,31.0
T02404,S2404,Data Science,no,No,80.0,6.0,80.0,43.0,Improvement,-37.0
T02405,S2405,IoT Basics,no,Yes,80.0,6.0,80.0,80.0,No Improvement,0.0
T02406,S2406,Python Programming,Technical,Yes,86.0,6.0,80.0,80.0,no,0.0
T02407,S2407,DevOps,no,no,77.0,6.0,80.0,80.0,no,0.0
T02408,S2408,Blockchain,Soft Skills,Yes,80.0,6.0,80.0,80.0,no,0.0
T02409,S2409,no,no,Yes,80.0,6.0,80.0,80.0,Improvement,0.0
T02410,S2410,Cybersecurity,Soft Skills,Yes,4.0,6.0,80.0,80.0,Improvement,0.0
T02411,S2411,Leadership,Technical,No,97.0,3.0,80.0,80.0,Improvement,0.0
T02412,S2412,no,Soft Skills,Yes,80.0,3.0,80.0,80.0,No Improvement,0.0
T02413,S2413,Web Development,Soft Skills,Yes,80.0,3.0,80.0,80.0,no,0.0
T02414,S2414,Blockchain,Soft Skills,no,80.0,3.0,80.0,42.0,no,-38.0
T02415,S2415,DevOps,Technical,Yes,29.0,5.0,80.0,80.0,no,0.0
T02416,S2416,Data Science,Technical,Yes,28.0,3.0,80.0,80.0,no,0.0
T02417,S2417,Communication Skills,Technical,Yes,80.0,5.0,80.0,80.0,Improvement,0.0
T02418,S2418,Data Science,Soft Skills,No,80.0,3.0,80.0,84.0,No Improvement,4.0
T02419,S2419,Communication Skills,Soft Skills,Yes,80.0,3.0,20.0,80.0,No Improvement,60.0
T02420,S2420,Cybersecurity,Soft Skills,Yes,80.0,6.0,80.0,80.0,Improvement,0.0
T02421,S2421,Cybersecurity,Technical,Yes,80.0,3.0,80.0,80.0,no,0.0
T02422,S2422,Communication Skills,Soft Skills,No,80.0,3.0,80.0,71.0,no,-9.0
T02423,S2423,AI Fundamentals,Technical,Yes,3.0,3.0,80.0,12.0,Improvement,-68.0
T02424,S2424,AI Fundamentals,Soft Skills,Yes,80.0,3.0,80.0,49.0,Improvement,-31.0
T02425,S2425,Blockchain,Soft Skills,No,80.0,4.0,80.0,80.0,No Improvement,0.0
T02426,S2426,Blockchain,no,Yes,51.0,3.0,19.0,37.0,No Improvement,18.0
T02427,S2427,Cloud Computing,no,No,80.0,3.0,80.0,80.0,No Improvement,0.0
T02428,S2428,Cloud Computing,Soft Skills,Yes,80.0,3.0,80.0,80.0,Improvement,0.0
T02429,S2429,Cloud Computing,Soft Skills,Yes,80.0,3.0,22.0,80.0,Improvement,58.0
T02430,S2430,no,Technical,Yes,63.0,3.0,5.0,80.0,Improvement,75.0
T02431,S2431,Communication Skills,no,No,80.0,3.0,95.0,51.0,no,-44.0
T02432,S2432,IoT Basics,Soft Skills,Yes,80.0,6.0,80.0,80.0,Improvement,0.0
T02433,S2433,AI Fundamentals,Technical,No,80.0,3.0,80.0,80.0,Improvement,0.0
T02434,S2434,Data Science,Soft Skills,No,80.0,6.0,50.0,80.0,Improvement,30.0
T02435,S2435,Python Programming,Soft Skills,Yes,80.0,6.0,80.0,56.0,no,-24.0
T02436,S2436,Data Science,Soft Skills,No,80.0,3.0,12.0,49.0,No Improvement,37.0
T02437,S2437,no,Soft Skills,no,92.0,6.0,80.0,66.0,no,-14.0
T02438,S2438,AI Fundamentals,Soft Skills,Yes,80.0,6.0,80.0,80.0,Improvement,0.0
T02439,S2439,Cloud Computing,Technical,No,80.0,3.0,80.0,32.0,Improvement,-48.0
T02440,S2440,no,no,no,80.0,3.0,80.0,99.0,No Improvement,19.0
T02441,S2441,Cloud Computing,Technical,Yes,80.0,5.0,80.0,80.0,no,0.0
T02442,S2442,Web Development,Technical,Yes,80.0,3.0,80.0,80.0,no,0.0
T02443,S2443,Web Development,Soft Skills,Yes,80.0,3.0,41.0,80.0,no,39.0
T02444,S2444,Web Development,Technical,Yes,80.0,1.0,80.0,80.0,no,0.0
T02445,S2445,Leadership,Soft Skills,Yes,80.0,3.0,80.0,47.0,No Improvement,-33.0
T02446,S2446,Leadership,no,Yes,62.0,3.0,80.0,80.0,no,0.0
T02447,S2447,Communication Skills,Technical,no,80.0,5.0,39.0,80.0,no,41.0
T02448,S2448,no,no,No,23.0,6.0,80.0,80.0,Improvement,0.0
T02449,S2449,DevOps,Technical,Yes,80.0,3.0,80.0,80.0,no,0.0
T02450,S2450,AI Fundamentals,Soft Skills,Yes,80.0,2.0,17.0,80.0,No Improvement,63.0
T02451,S2451,Leadership,Technical,no,99.0,3.0,80.0,80.0,no,0.0
T02452,S2452,DevOps,Soft Skills,no,80.0,6.0,80.0,80.0,Improvement,0.0
T02453,S2453,IoT Basics,Soft Skills,Yes,80.0,6.0,80.0,80.0,no,0.0
T02454,S2454,DevOps,Soft Skills,Yes,98.0,3.0,80.0,80.0,no,0.0
T02455,S2455,Web Development,Technical,No,80.0,4.0,24.0,80.0,Improvement,56.0
T02456,S2456,no,Technical,no,4.0,2.0,80.0,80.0,Improvement,0.0
T02457,S2457,DevOps,Technical,No,80.0,6.0,72.0,80.0,No Improvement,8.0
T02458,S2458,Blockchain,Soft Skills,No,80.0,6.0,80.0,80.0,Improvement,0.0
T02459,S2459,Web Development,Soft Skills,Yes,80.0,6.0,80.0,80.0,Improvement,0.0
T02460,S2460,Cloud Computing,no,Yes,31.0,6.0,80.0,80.0,No Improvement,0.0
T02461,S2461,Leadership,Soft Skills,No,72.0,3.0,80.0,80.0,Improvement,0.0
T02462,S2462,AI Fundamentals,Technical,No,80.0,3.0,80.0,80.0,Improvement,0.0
T02463,S2463,Cloud Computing,no,no,80.0,1.0,32.0,80.0,No Improvement,48.0
T02464,S2464,Communication Skills,no,no,80.0,5.0,84.0,16.0,No Improvement,-68.0
T02465,S2465,Data Science,no,No,28.0,4.0,55.0,80.0,No Improvement,25.0
T02466,S2466,Blockchain,Technical,Yes,14.0,3.0,76.0,80.0,no,4.0
T02467,S2467,IoT Basics,no,no,7.0,1.0,80.0,80.0,no,0.0
T02468,S2468,Python Programming,no,Yes,80.0,6.0,49.0,80.0,no,31.0
T02469,S2469,Cloud Computing,Technical,No,80.0,3.0,80.0,84.0,Improvement,4.0
T02470,S2470,Python Programming,no,Yes,80.0,6.0,80.0,80.0,no,0.0
T02471,S2471,Web Development,Soft Skills,Yes,80.0,3.0,95.0,82.0,Improvement,-13.0
T02472,S2472,DevOps,Soft Skills,Yes,80.0,3.0,70.0,80.0,Improvement,10.0
T02473,S2473,Negotiation,no,Yes,80.0,3.0,80.0,9.0,no,-71.0
T02474,S2474,Cybersecurity,no,no,80.0,3.0,80.0,80.0,Improvement,0.0
T02475,S2475,Data Science,Technical,no,80.0,3.0,80.0,71.0,no,-9.0
T02476,S2476,DevOps,Soft Skills,Yes,80.0,3.0,80.0,80.0,Improvement,0.0
T02477,S2477,Data Science,Soft Skills,Yes,80.0,3.0,33.0,80.0,No Improvement,47.0
T02478,S2478,Negotiation,Technical,Yes,80.0,5.0,79.0,80.0,Improvement,1.0
T02479,S2479,Cloud Computing,Technical,No,80.0,3.0,80.0,89.0,No Improvement,9.0
T02480,S2480,Data Science,Technical,Yes,80.0,3.0,80.0,80.0,Improvement,0.0
T02481,S2481,Web Development,Soft Skills,Yes,38.0,5.0,80.0,80.0,no,0.0
T02482,S2482,no,Soft Skills,Yes,27.0,3.0,80.0,80.0,Improvement,0.0
T02483,S2483,Web Development,Technical,Yes,80.0,3.0,80.0,80.0,Improvement,0.0
T02484,S2484,Python Programming,Soft Skills,no,80.0,4.0,80.0,80.0,No Improvement,0.0
T02485,S2485,Cloud Computing,Technical,Yes,33.0,6.0,80.0,80.0,no,0.0
T02486,S2486,Communication Skills,Soft Skills,No,80.0,3.0,80.0,11.0,Improvement,-69.0
T02487,S2487,no,Technical,No,80.0,6.0,80.0,80.0,No Improvement,0.0
T02488,S2488,Web Development,Soft Skills,Yes,80.0,6.0,80.0,34.0,Improvement,-46.0
T02489,S2489,Data Science,Soft Skills,Yes,80.0,3.0,90.0,80.0,Improvement,-10.0
T02490,S2490,Python Programming,Technical,Yes,80.0,3.0,80.0,80.0,Improvement,0.0
T02491,S2491,Python Programming,Technical,No,68.0,3.0,80.0,80.0,No Improvement,0.0
T02492,S2492,DevOps,Technical,no,80.0,3.0,80.0,38.0,no,-42.0
T02493,S2493,Python Programming,Technical,no,80.0,3.0,80.0,80.0,Improvement,0.0
T02494,S2494,AI Fundamentals,Soft Skills,no,46.0,6.0,80.0,80.0,no,0.0
T02495,S2495,Leadership,Technical,No,80.0,6.0,80.0,44.0,Improvement,-36.0
T02496,S2496,Python Programming,Technical,Yes,80.0,3.0,80.0,32.0,No Improvement,-48.0
T02497,S2497,Blockchain,Soft Skills,no,80.0,1.0,80.0,80.0,no,0.0
T02498,S2498,no,no,No,80.0,3.0,80.0,65.0,No Improvement,-15.0
T02499,S2499,Data Science,Soft Skills,No,96.0,6.0,80.0,80.0,no,0.0
T02500,S2500,Web Development,Technical,Yes,80.0,3.0,80.0,80.0,No Improvement,0.0
T02501,S2501,Cloud Computing,Soft Skills,No,80.0,3.0,80.0,80.0,no,0.0
T02502,S2502,IoT Basics,Soft Skills,Yes,80.0,6.0,80.0,80.0,No Improvement,0.0
T02503,S2503,Negotiation,no,no,80.0,3.0,80.0,80.0,no,0.0
T02504,S2504,Python Programming,Technical,Yes,79.0,6.0,80.0,80.0,No Improvement,0.0
T02505,S2505,Negotiation,Technical,Yes,80.0,6.0,80.0,80.0,No Improvement,0.0
T02506,S2506,Leadership,Soft Skills,No,80.0,1.0,80.0,80.0,Improvement,0.0
T02507,S2507,DevOps,Soft Skills,No,4.0,3.0,44.0,80.0,Improvement,36.0
T02508,S2508,Negotiation,Soft Skills,Yes,94.0,4.0,80.0,80.0,No Improvement,0.0
T02509,S2509,no,no,Yes,0.0,3.0,80.0,80.0,No Improvement,0.0
T02510,S2510,Cybersecurity,Technical,No,80.0,3.0,80.0,80.0,no,0.0
T02511,S2511,DevOps,Soft Skills,Yes,80.0,3.0,32.0,80.0,no,48.0
T02512,S2512,Web Development,Soft Skills,Yes,80.0,3.0,55.0,32.0,Improvement,-23.0
T02513,S2513,Negotiation,no,Yes,95.0,3.0,80.0,80.0,Improvement,0.0
T02514,S2514,Cybersecurity,Technical,No,80.0,3.0,80.0,80.0,Improvement,0.0
T02515,S2515,Blockchain,no,Yes,80.0,3.0,80.0,80.0,no,0.0
T02516,S2516,Python Programming,Technical,No,43.0,3.0,80.0,80.0,no,0.0
T02517,S2517,Python Programming,Technical,No,80.0,3.0,29.0,80.0,Improvement,51.0
T02518,S2518,Communication Skills,no,Yes,80.0,3.0,80.0,80.0,Improvement,0.0
T02519,S2519,Cybersecurity,Technical,no,80.0,6.0,80.0,80.0,No Improvement,0.0
T02520,S2520,Data Science,Soft Skills,No,77.0,3.0,13.0,84.0,no,71.0
T02521,S2521,Data Science,Technical,no,80.0,6.0,80.0,80.0,Improvement,0.0
T02522,S2522,Blockchain,Technical,no,89.0,6.0,80.0,80.0,Improvement,0.0
T02523,S2523,Web Development,Technical,no,42.0,5.0,80.0,13.0,No Improvement,-67.0
T02524,S2524,Cloud Computing,Technical,No,80.0,6.0,80.0,80.0,no,0.0
T02525,S2525,no,Soft Skills,Yes,80.0,2.0,67.0,24.0,Improvement,-43.0
T02526,S2526,IoT Basics,Technical,No,80.0,3.0,80.0,80.0,Improvement,0.0
T02527,S2527,Cybersecurity,Technical,No,80.0,6.0,69.0,80.0,Improvement,11.0
T02528,S2528,Communication Skills,Technical,No,80.0,3.0,80.0,80.0,No Improvement,0.0
T02529,S2529,IoT Basics,Soft Skills,Yes,80.0,6.0,80.0,80.0,Improvement,0.0
T02530,S2530,AI Fundamentals,Technical,Yes,80.0,3.0,80.0,37.0,No Improvement,-43.0
T02531,S2531,Data Science,Soft Skills,Yes,80.0,6.0,80.0,80.0,Improvement,0.0
T02532,S2532,DevOps,Technical,Yes,91.0,3.0,80.0,86.0,No Improvement,6.0
T02533,S2533,Data Science,Soft Skills,no,80.0,6.0,80.0,80.0,No Improvement,0.0
T02534,S2534,AI Fundamentals,no,Yes,17.0,6.0,91.0,80.0,Improvement,-11.0
T02535,S2535,Cloud Computing,Technical,no,80.0,3.0,73.0,80.0,no,7.0
T02536,S2536,Python Programming,Technical,Yes,80.0,6.0,80.0,80.0,Improvement,0.0
T02537,S2537,AI Fundamentals,Technical,Yes,58.0,4.0,80.0,80.0,Improvement,0.0
T02538,S2538,Web Development,Technical,No,80.0,6.0,80.0,67.0,no,-13.0
T02539,S2539,Cloud Computing,Soft Skills,No,80.0,3.0,80.0,4.0,no,-76.0
T02540,S2540,no,Soft Skills,no,80.0,3.0,80.0,100.0,no,20.0
T02541,S2541,AI Fundamentals,Soft Skills,Yes,46.0,3.0,63.0,80.0,No Improvement,17.0
T02542,S2542,Python Programming,Technical,Yes,53.0,3.0,80.0,80.0,no,0.0
T02543,S2543,Data Science,no,Yes,4.0,3.0,80.0,61.0,Improvement,-19.0
T02544,S2544,Data Science,Soft Skills,No,80.0,3.0,80.0,80.0,No Improvement,0.0
T02545,S2545,Python Programming,Soft Skills,Yes,63.0,5.0,80.0,80.0,no,0.0
T02546,S2546,no,Soft Skills,No,80.0,3.0,80.0,80.0,Improvement,0.0
T02547,S2547,DevOps,Technical,Yes,27.0,6.0,10.0,80.0,no,70.0
T02548,S2548,AI Fundamentals,Technical,Yes,95.0,2.0,80.0,80.0,Improvement,0.0
T02549,S2549,Web Development,Soft Skills,Yes,80.0,6.0,43.0,80.0,Improvement,37.0
T02550,S2550,Leadership,Technical,Yes,80.0,2.0,46.0,80.0,no,34.0
T02551,S2551,Blockchain,Soft Skills,No,80.0,3.0,63.0,60.0,Improvement,-3.0
T02552,S2552,Python Programming,no,no,80.0,3.0,79.0,80.0,Improvement,1.0
T02553,S2553,Communication Skills,Technical,Yes,22.0,4.0,80.0,80.0,No Improvement,0.0
T02554,S2554,Blockchain,Technical,Yes,80.0,6.0,38.0,21.0,Improvement,-17.0
T02555,S2555,AI Fundamentals,Technical,Yes,80.0,3.0,80.0,46.0,no,-34.0
T02556,S2556,DevOps,no,Yes,80.0,3.0,80.0,80.0,Improvement,0.0
T02557,S2557,DevOps,Technical,Yes,80.0,3.0,80.0,98.0,no,18.0
T02558,S2558,Python Programming,Technical,No,80.0,3.0,80.0,95.0,no,15.0
T02559,S2559,Data Science,Technical,No,80.0,1.0,80.0,80.0,Improvement,0.0
T02560,S2560,Negotiation,Technical,No,99.0,3.0,96.0,56.0,no,-40.0
T02561,S2561,Data Science,Technical,Yes,80.0,3.0,80.0,7.0,no,-73.0
T02562,S2562,Negotiation,Soft Skills,Yes,96.0,6.0,80.0,80.0,Improvement,0.0
T02563,S2563,DevOps,Technical,Yes,80.0,3.0,80.0,80.0,Improvement,0.0
T02564,S2564,no,Soft Skills,No,80.0,3.0,10.0,63.0,Improvement,53.0
T02565,S2565,Python Programming,Soft Skills,No,80.0,5.0,80.0,80.0,no,0.0
T02566,S2566,IoT Basics,Technical,no,80.0,3.0,53.0,80.0,No Improvement,27.0
T02567,S2567,Communication Skills,Soft Skills,Yes,80.0,3.0,75.0,80.0,no,5.0
T02568,S2568,Cloud Computing,Technical,Yes,80.0,3.0,80.0,80.0,Improvement,0.0
T02569,S2569,Communication Skills,Soft Skills,no,80.0,3.0,80.0,80.0,no,0.0
T02570,S2570,Data Science,Soft Skills,Yes,68.0,3.0,80.0,80.0,no,0.0
T02571,S2571,Cybersecurity,no,Yes,80.0,3.0,80.0,31.0,no,-49.0
T02572,S2572,AI Fundamentals,Technical,No,80.0,3.0,80.0,98.0,no,18.0
T02573,S2573,Blockchain,no,No,80.0,6.0,80.0,80.0,no,0.0
T02574,S2574,Communication Skills,no,Yes,80.0,3.0,80.0,67.0,Improvement,-13.0
T02575,S2575,IoT Basics,Soft Skills,Yes,80.0,3.0,93.0,80.0,No Improvement,-13.0
T02576,S2576,Data Science,Soft Skills,no,0.0,3.0,80.0,80.0,Improvement,0.0
T02577,S2577,Cloud Computing,Soft Skills,Yes,80.0,4.0,80.0,51.0,Improvement,-29.0
T02578,S2578,no,Technical,Yes,80.0,3.0,80.0,80.0,no,0.0
T02579,S2579,Cybersecurity,Soft Skills,No,80.0,3.0,80.0,80.0,no,0.0
T02580,S2580,IoT Basics,Technical,Yes,80.0,2.0,80.0,80.0,no,0.0
T02581,S2581,Blockchain,Soft Skills,Yes,80.0,3.0,54.0,27.0,Improvement,-27.0
T02582,S2582,AI Fundamentals,no,Yes,80.0,6.0,57.0,12.0,Improvement,-45.0
T02583,S2583,DevOps,Soft Skills,No,80.0,3.0,80.0,91.0,Improvement,11.0
T02584,S2584,DevOps,Soft Skills,Yes,80.0,3.0,80.0,80.0,no,0.0
T02585,S2585,AI Fundamentals,Technical,Yes,11.0,3.0,80.0,80.0,Improvement,0.0
T02586,S2586,IoT Basics,Soft Skills,Yes,80.0,3.0,80.0,12.0,no,-68.0
T02587,S2587,Negotiation,Technical,Yes,80.0,3.0,45.0,80.0,no,35.0
T02588,S2588,no,Technical,Yes,80.0,3.0,80.0,80.0,Improvement,0.0
T02589,S2589,Negotiation,Technical,Yes,80.0,3.0,80.0,80.0,No Improvement,0.0
T02590,S2590,no,Technical,Yes,80.0,3.0,80.0,80.0,No Improvement,0.0
T02591,S2591,Communication Skills,Soft Skills,no,80.0,3.0,87.0,80.0,No Improvement,-7.0
T02592,S2592,Data Science,Technical,Yes,80.0,3.0,80.0,80.0,Improvement,0.0
T02593,S2593,Cloud Computing,Soft Skills,no,80.0,1.0,80.0,80.0,Improvement,0.0
T02594,S2594,Cloud Computing,no,No,80.0,6.0,80.0,80.0,no,0.0
T02595,S2595,Leadership,Soft Skills,no,39.0,3.0,80.0,76.0,No Improvement,-4.0
T02596,S2596,Cybersecurity,no,Yes,80.0,6.0,80.0,80.0,Improvement,0.0
T02597,S2597,Leadership,Technical,Yes,80.0,3.0,80.0,80.0,no,0.0
T02598,S2598,Communication Skills,Technical,no,21.0,3.0,42.0,80.0,No Improvement,38.0
T02599,S2599,Leadership,Soft Skills,No,80.0,3.0,80.0,80.0,no,0.0
T02600,S2600,DevOps,Technical,No,77.0,3.0,20.0,80.0,Improvement,60.0
T02601,S2601,AI Fundamentals,Technical,No,65.0,3.0,80.0,80.0,Improvement,0.0
T02602,S2602,no,Technical,Yes,80.0,6.0,80.0,80.0,no,0.0
T02603,S2603,Web Development,no,No,80.0,6.0,36.0,80.0,No Improvement,44.0
T02604,S2604,DevOps,Soft Skills,Yes,67.0,3.0,80.0,80.0,No Improvement,0.0
T02605,S2605,Blockchain,Soft Skills,No,80.0,4.0,21.0,85.0,Improvement,64.0
T02606,S2606,Negotiation,Technical,Yes,80.0,3.0,80.0,12.0,no,-68.0
T02607,S2607,Web Development,Soft Skills,no,80.0,3.0,15.0,75.0,No Improvement,60.0
T02608,S2608,no,no,Yes,80.0,3.0,80.0,80.0,Improvement,0.0
T02609,S2609,Web Development,no,Yes,80.0,6.0,80.0,32.0,no,-48.0
T02610,S2610,Blockchain,Technical,No,80.0,3.0,80.0,41.0,no,-39.0
T02611,S2611,no,Technical,no,85.0,3.0,80.0,80.0,Improvement,0.0
T02612,S2612,Leadership,Technical,Yes,70.0,3.0,74.0,80.0,no,6.0
T02613,S2613,AI Fundamentals,Soft Skills,Yes,80.0,3.0,57.0,80.0,no,23.0
T02614,S2614,DevOps,Soft Skills,Yes,80.0,3.0,80.0,90.0,No Improvement,10.0
T02615,S2615,Leadership,Soft Skills,Yes,80.0,3.0,55.0,80.0,Improvement,25.0
T02616,S2616,Blockchain,Soft Skills,Yes,80.0,2.0,80.0,80.0,Improvement,0.0
T02617,S2617,Cybersecurity,no,Yes,73.0,2.0,80.0,80.0,Improvement,0.0
T02618,S2618,Leadership,Technical,Yes,80.0,6.0,60.0,80.0,No Improvement,20.0
T02619,S2619,Data Science,Soft Skills,No,80.0,3.0,80.0,80.0,No Improvement,0.0
T02620,S2620,Blockchain,no,Yes,80.0,3.0,80.0,80.0,no,0.0
T02621,S2621,AI Fundamentals,Technical,Yes,80.0,3.0,80.0,80.0,no,0.0
T02622,S2622,Cloud Computing,Soft Skills,Yes,80.0,6.0,80.0,41.0,Improvement,-39.0
T02623,S2623,Blockchain,Technical,No,80.0,6.0,80.0,80.0,Improvement,0.0
T02624,S2624,Python Programming,Technical,Yes,80.0,3.0,80.0,80.0,Improvement,0.0
T02625,S2625,IoT Basics,Technical,Yes,55.0,5.0,80.0,80.0,Improvement,0.0
T02626,S2626,AI Fundamentals,Soft Skills,No,80.0,6.0,80.0,80.0,No Improvement,0.0
T02627,S2627,Web Development,Technical,No,32.0,3.0,80.0,80.0,No Improvement,0.0
T02628,S2628,Web Development,Soft Skills,Yes,80.0,3.0,80.0,80.0,Improvement,0.0
T02629,S2629,DevOps,Technical,No,80.0,5.0,61.0,80.0,No Improvement,19.0
T02630,S2630,Cloud Computing,no,No,80.0,6.0,76.0,47.0,Improvement,-29.0
T02631,S2631,Negotiation,no,No,80.0,3.0,80.0,80.0,no,0.0
T02632,S2632,Blockchain,Soft Skills,Yes,80.0,3.0,60.0,99.0,Improvement,39.0
T02633,S2633,IoT Basics,Technical,Yes,80.0,3.0,80.0,80.0,Improvement,0.0
T02634,S2634,Cybersecurity,Technical,No,41.0,3.0,80.0,80.0,Improvement,0.0
T02635,S2635,Cloud Computing,Technical,Yes,80.0,2.0,80.0,80.0,No Improvement,0.0
T02636,S2636,DevOps,Soft Skills,No,80.0,3.0,17.0,80.0,No Improvement,63.0
