Student_ID,Attendance_Percentage,Mid_Term_Marks,Assignment_Score,Class_Participation,Activity_Participation,Aggregate_Academic_Score,Performance_Label
S3247,80.0,80.0,95.0,3.0,Yes,61.0,Good
S3248,90.0,62.0,95.0,1.0,No,47.0,Good
S3252,80.0,62.0,95.0,3.0,Yes,68.0,Good
S3264,80.0,62.0,95.0,4.0,Yes,80.0,At-Risk
S3269,80.0,70.0,95.0,5.0,Yes,61.0,Average
S3270,89.0,80.0,95.0,3.0,Yes,80.0,At-Risk
S3273,90.0,80.0,95.0,5.0,Yes,80.0,At-Risk
S3276,90.0,80.0,95.0,7.0,No,80.0,Good
S3280,90.0,62.0,95.0,3.0,Yes,81.0,Good
S3282,94.0,90.0,95.0,3.0,No,95.0,At-Risk
S3283,90.0,80.0,95.0,5.0,Yes,65.0,Good
S3285,90.0,80.0,95.0,8.0,No,61.0,Average
S3290,90.0,80.0,95.0,8.0,Yes,61.0,At-Risk
S3291,90.0,80.0,95.0,3.0,Yes,80.0,Good
S3294,90.0,80.0,95.0,3.0,Yes,80.0,Good
S3298,80.0,82.0,95.0,3.0,Yes,61.0,At-Risk
S3301,90.0,80.0,95.0,10.0,No,80.0,Good
S3304,80.0,80.0,95.0,4.0,No,80.0,At-Risk
S3305,80.0,87.0,95.0,4.0,No,80.0,Good
S3308,90.0,62.0,95.0,3.0,Yes,61.0,Average
S3314,90.0,62.0,95.0,3.0,Yes,38.0,Average
S3316,90.0,80.0,95.0,3.0,Yes,58.0,Average
S3319,90.0,62.0,95.0,6.0,No,32.5,At-Risk
S3322,80.0,80.0,95.0,3.0,No,61.0,Good
S3323,90.0,62.0,95.0,3.0,Yes,38.0,Good
S3324,90.0,80.0,95.0,3.0,Yes,92.0,At-Risk
S3326,90.0,93.0,95.0,3.0,No,61.0,At-Risk
S3328,90.0,93.0,95.0,3.0,No,93.0,Average
S3330,80.0,62.0,95.0,2.0,Yes,73.0,Good
S3337,90.0,88.0,95.0,3.0,No,37.0,Good
S3338,90.0,80.0,95.0,3.0,No,80.0,Good
S3339,90.0,55.0,95.0,2.0,Yes,87.0,Good
S3341,90.0,62.0,95.0,3.0,Yes,80.0,Average
S3347,90.0,36.0,95.0,3.0,Yes,90.0,Good
S3351,90.0,62.0,95.0,5.0,Yes,65.0,At-Risk
S3355,90.0,80.0,95.0,3.0,Yes,41.0,Average
S3356,80.0,62.0,95.0,3.0,Yes,89.0,Good
S3358,80.0,80.0,95.0,3.0,No,61.0,Average
S3361,90.0,80.0,95.0,3.0,Yes,80.0,Good
S3363,90.0,80.0,95.0,7.0,Yes,90.0,At-Risk
S3367,90.0,80.0,95.0,3.0,Yes,61.0,Good
S3370,80.0,62.0,95.0,3.0,Yes,61.0,Good
S3371,90.0,41.0,95.0,3.0,No,80.0,At-Risk
S3373,82.0,80.0,95.0,1.0,Yes,44.0,At-Risk
S3376,90.0,62.0,95.0,8.0,Yes,61.0,Good
S3377,91.0,62.0,95.0,3.0,No,61.0,Good
S3380,80.0,80.0,95.0,3.0,Yes,80.0,Good
S3381,90.0,53.0,95.0,3.0,No,61.0,Good
S3383,90.0,62.0,95.0,3.0,Yes,57.0,At-Risk
S3384,90.0,50.0,95.0,3.0,No,80.0,At-Risk
S3385,94.0,62.0,95.0,3.0,Yes,61.0,Good
S3386,90.0,62.0,95.0,3.0,Yes,52.0,Average
S3387,90.0,61.0,95.0,3.0,Yes,45.0,Average
S3388,90.0,62.0,95.0,1.0,Yes,61.0,At-Risk
S3390,90.0,84.0,95.0,3.0,Yes,61.0,Average
S3393,85.0,62.0,95.0,5.0,Yes,80.0,Average
S3397,80.0,62.0,95.0,3.0,No,80.0,Good
S3398,90.0,62.0,95.0,1.0,No,33.0,Good
S3404,90.0,62.0,95.0,10.0,No,80.0,Good
S3406,87.0,80.0,95.0,9.0,Yes,61.0,Good
S3407,90.0,80.0,95.0,3.0,Yes,80.0,Good
S3408,90.0,78.0,95.0,10.0,No,61.0,Good
S3412,90.0,62.0,95.0,8.0,Yes,80.0,Good
S3413,81.0,45.0,95.0,9.0,Yes,61.0,At-Risk
S3414,90.0,62.0,95.0,3.0,Yes,80.0,Average
S3415,80.0,72.0,95.0,3.0,Yes,49.0,At-Risk
S3416,90.0,80.0,95.0,3.0,No,80.0,Good
S3417,90.0,90.0,95.0,8.0,Yes,81.0,Average
S3419,90.0,62.0,95.0,3.0,No,80.0,Average
S3420,90.0,35.0,95.0,6.0,Yes,56.0,Average
S3425,90.0,80.0,95.0,3.0,Yes,82.0,At-Risk
S3426,90.0,62.0,95.0,10.0,No,61.0,Good
S3427,80.0,80.0,95.0,10.0,Yes,57.0,Average
S3428,90.0,62.0,95.0,7.0,Yes,61.0,At-Risk
S3429,90.0,80.0,95.0,3.0,No,80.0,Average
S3431,96.0,62.0,95.0,10.0,Yes,60.0,Average
S3433,90.0,36.0,95.0,8.0,Yes,61.0,Good
S3435,90.0,61.0,95.0,3.0,Yes,94.0,Average
S3442,90.0,62.0,95.0,4.0,Yes,87.0,At-Risk
S3443,80.0,62.0,95.0,4.0,Yes,61.0,Good
S3448,80.0,62.0,95.0,6.0,Yes,80.0,Average
S3453,80.0,62.0,95.0,6.0,Yes,61.0,At-Risk
S3454,90.0,80.0,95.0,1.0,No,94.0,Average
S3455,90.0,62.0,95.0,3.0,Yes,80.0,Good
S3457,90.0,44.0,95.0,3.0,Yes,61.0,Good
S3461,82.0,62.0,95.0,3.0,Yes,36.0,Average
S3463,90.0,80.0,95.0,3.0,Yes,80.0,Good
S3464,90.0,89.0,95.0,2.0,No,83.0,At-Risk
S3466,90.0,44.0,95.0,3.0,No,61.0,At-Risk
S3472,90.0,66.0,95.0,3.0,Yes,32.5,Good
S3474,90.0,80.0,95.0,3.0,No,61.0,Average
S3475,90.0,80.0,95.0,3.0,Yes,80.0,Average
S3476,90.0,62.0,95.0,3.0,Yes,48.0,Good
S3477,90.0,83.0,95.0,3.0,Yes,57.0,At-Risk
S3478,80.0,80.0,95.0,3.0,Yes,80.0,At-Risk
S3479,90.0,80.0,95.0,3.0,No,61.0,Average
S3483,90.0,80.0,95.0,3.0,Yes,80.0,At-Risk
S3485,90.0,62.0,95.0,8.0,Yes,61.0,At-Risk
S3486,80.0,62.0,95.0,3.0,Yes,80.0,Average
S3488,80.0,62.0,95.0,3.0,Yes,61.0,Good
S3489,90.0,80.0,95.0,3.0,Yes,80.0,Good
S3490,90.0,62.0,95.0,3.0,No,80.0,At-Risk
S3493,90.0,62.0,95.0,10.0,Yes,37.0,Average
S3496,90.0,62.0,95.0,2.0,No,66.0,At-Risk
S3499,90.0,80.0,95.0,1.0,No,80.0,At-Risk
S3503,83.0,62.0,95.0,3.0,Yes,80.0,Good
S3504,90.0,62.0,95.0,7.0,Yes,80.0,At-Risk
S3507,96.0,62.0,95.0,3.0,Yes,61.0,Average
S3508,90.0,62.0,95.0,3.0,Yes,80.0,Good
S3509,90.0,84.0,95.0,3.0,Yes,61.0,At-Risk
S3510,90.0,62.0,95.0,3.0,Yes,80.0,Good
S3511,90.0,49.0,95.0,9.0,No,54.0,Good
S3514,90.0,47.0,95.0,9.0,Yes,80.0,Good
S3515,80.0,62.0,95.0,5.0,Yes,75.0,Average
S3518,90.0,80.0,95.0,9.0,Yes,81.0,At-Risk
S3519,80.0,80.0,95.0,3.0,No,61.0,Average
S3520,80.0,92.0,95.0,3.0,Yes,52.0,Good
S3522,80.0,80.0,95.0,3.0,Yes,61.0,At-Risk
S3525,90.0,39.0,95.0,3.0,Yes,88.0,Good
S3526,90.0,80.0,95.0,3.0,No,61.0,Good
S3527,90.0,80.0,95.0,3.0,Yes,61.0,Good
S3528,84.0,62.0,95.0,3.0,Yes,80.0,At-Risk
S3530,90.0,62.0,95.0,3.0,Yes,54.0,Good
S3534,94.0,80.0,95.0,3.0,Yes,80.0,At-Risk
S3538,80.0,48.0,95.0,5.0,No,89.0,At-Risk
S3546,90.0,80.0,95.0,4.0,Yes,79.0,Average
S3549,90.0,80.0,95.0,3.0,No,49.0,Good
S3552,80.0,80.0,95.0,2.0,Yes,80.0,At-Risk
S3553,90.0,62.0,95.0,5.0,Yes,92.0,Good
S3554,90.0,80.0,95.0,9.0,Yes,80.0,Good
S3558,90.0,80.0,95.0,3.0,Yes,74.0,Good
S3559,90.0,62.0,95.0,1.0,No,80.0,Good
S3562,90.0,80.0,95.0,9.0,Yes,71.0,At-Risk
S3563,80.0,49.0,95.0,3.0,Yes,61.0,Average
S3567,80.0,62.0,95.0,3.0,Yes,73.0,Good
S3569,90.0,80.0,95.0,8.0,Yes,61.0,Good
S3572,80.0,57.0,95.0,3.0,Yes,80.0,Average
S3573,93.0,56.0,95.0,3.0,No,80.0,Good
S3586,82.0,62.0,95.0,3.0,Yes,32.5,Average
S3587,90.0,62.0,95.0,3.0,No,61.0,Good
S3588,90.0,67.0,95.0,10.0,Yes,39.0,At-Risk
S3589,90.0,81.0,95.0,3.0,No,61.0,At-Risk
S3591,90.0,62.0,95.0,1.0,Yes,61.0,Average
S3592,80.0,35.0,95.0,3.0,No,80.0,Average
S3593,80.0,74.0,95.0,3.0,Yes,94.0,Good
S3594,90.0,71.0,95.0,4.0,Yes,36.0,Good
S3597,90.0,67.0,95.0,3.0,Yes,80.0,Good
S3602,93.0,62.0,95.0,3.0,Yes,80.0,At-Risk
S3608,80.0,51.0,95.0,3.0,Yes,80.0,Average
S3609,90.0,80.0,95.0,8.0,Yes,72.0,Good
S3611,90.0,39.0,95.0,8.0,No,61.0,At-Risk
S3613,90.0,80.0,95.0,6.0,Yes,61.0,Good
S3614,80.0,62.0,95.0,3.0,Yes,43.0,Good
S3617,90.0,54.0,95.0,3.0,Yes,93.0,Good
S3620,90.0,62.0,95.0,3.0,No,80.0,Average
S3622,92.0,62.0,95.0,3.0,No,80.0,Good
S3624,90.0,62.0,95.0,3.0,Yes,80.0,At-Risk
S3629,90.0,80.0,95.0,5.0,Yes,74.0,Average
S3630,90.0,56.0,95.0,8.0,Yes,59.0,Average
S3631,90.0,80.0,95.0,2.0,No,77.0,Good
S3632,90.0,69.0,95.0,9.0,Yes,61.0,Good
S3634,80.0,80.0,95.0,3.0,Yes,80.0,Good
S3636,90.0,35.0,95.0,3.0,Yes,61.0,At-Risk
S3637,80.0,80.0,95.0,3.0,No,61.0,At-Risk
S3639,90.0,80.0,95.0,2.0,Yes,61.0,Good
S3640,90.0,80.0,95.0,3.0,Yes,61.0,At-Risk
S3643,80.0,80.0,95.0,8.0,No,61.0,Good
S3644,80.0,80.0,95.0,2.0,Yes,61.0,At-Risk
S3646,80.0,76.0,95.0,3.0,No,80.0,Good
S3650,90.0,80.0,95.0,3.0,Yes,61.0,Average
S3663,86.0,35.0,95.0,3.0,Yes,65.0,Good
S3664,80.0,80.0,95.0,3.0,Yes,32.5,Average
S3665,90.0,49.0,95.0,1.0,Yes,61.0,Good
S3666,90.0,80.0,95.0,4.0,Yes,61.0,At-Risk
S3669,90.0,62.0,95.0,7.0,No,80.0,Good
S3670,90.0,62.0,95.0,7.0,Yes,38.0,Average
S3672,90.0,62.0,95.0,2.0,Yes,61.0,Average
S3674,90.0,62.0,95.0,3.0,Yes,61.0,Good
S3675,90.0,87.0,95.0,3.0,No,87.0,At-Risk
S3676,80.0,62.0,95.0,1.0,Yes,92.0,Good
S3677,90.0,72.0,95.0,10.0,No,80.0,Good
S3681,90.0,62.0,95.0,3.0,Yes,70.0,At-Risk
S3683,90.0,80.0,95.0,1.0,No,67.0,At-Risk
S3684,93.0,62.0,95.0,1.0,Yes,55.0,At-Risk
S3686,90.0,80.0,95.0,1.0,No,32.5,Good
S3687,80.0,62.0,95.0,5.0,Yes,80.0,Average
S3691,80.0,80.0,95.0,3.0,No,80.0,Good
S3692,90.0,62.0,95.0,6.0,Yes,61.0,Good
S3696,90.0,62.0,95.0,3.0,Yes,64.0,At-Risk
S3699,90.0,80.0,95.0,7.0,Yes,61.0,Average
S3702,90.0,88.0,95.0,3.0,No,63.0,Average
S3703,80.0,35.0,95.0,3.0,No,61.0,Good
S3707,90.0,80.0,95.0,3.0,No,80.0,Good
S3708,90.0,62.0,95.0,9.0,No,60.0,Good
S3710,80.0,62.0,95.0,3.0,Yes,80.0,Good
S3711,90.0,80.0,95.0,3.0,Yes,80.0,Good
S3714,87.0,80.0,95.0,3.0,Yes,80.0,Good
S3715,80.0,77.0,95.0,3.0,Yes,85.0,Good
S3717,90.0,80.0,95.0,3.0,Yes,80.0,Good
S3718,90.0,62.0,95.0,3.0,Yes,80.0,Average
S3725,80.0,62.0,95.0,3.0,Yes,80.0,Good
S3726,80.0,62.0,95.0,3.0,Yes,80.0,Average
S3727,80.0,53.0,95.0,9.0,Yes,50.0,At-Risk
S3734,90.0,80.0,95.0,4.0,No,80.0,At-Risk
S3735,90.0,80.0,95.0,2.0,Yes,61.0,At-Risk
S3739,94.0,62.0,95.0,8.0,Yes,95.0,At-Risk
S3740,90.0,80.0,95.0,7.0,Yes,80.0,At-Risk
S3741,80.0,80.0,95.0,7.0,No,88.0,Average
S3742,80.0,75.0,95.0,9.0,No,45.0,Average
S3744,90.0,36.0,95.0,3.0,No,80.0,Good
S3747,90.0,85.0,95.0,3.0,Yes,80.0,Good
S3749,90.0,87.0,95.0,1.0,No,61.0,Average
S3750,80.0,62.0,95.0,3.0,Yes,61.0,At-Risk
S3752,96.0,62.0,95.0,3.0,Yes,80.0,At-Risk
S3760,90.0,80.0,95.0,3.0,Yes,61.0,Good
S3761,90.0,80.0,95.0,3.0,Yes,80.0,At-Risk
S3763,90.0,80.0,95.0,3.0,Yes,61.0,Good
S3764,90.0,80.0,95.0,6.0,Yes,61.0,Good
S3765,90.0,35.0,95.0,3.0,Yes,92.0,Average
S3768,90.0,80.0,95.0,8.0,No,61.0,Average
S3770,90.0,69.0,95.0,3.0,Yes,61.0,Average
S3774,90.0,80.0,95.0,3.0,Yes,58.0,Average
S3775,80.0,35.0,95.0,6.0,No,51.0,Good
S3777,90.0,62.0,95.0,7.0,Yes,80.0,At-Risk
S3778,80.0,72.0,95.0,3.0,Yes,86.0,At-Risk
S3779,90.0,35.0,95.0,3.0,Yes,88.0,Average
S3780,90.0,78.0,95.0,3.0,Yes,80.0,Average
S3785,91.0,36.0,95.0,5.0,No,52.0,Good
S3789,90.0,62.0,95.0,4.0,No,62.0,At-Risk
S3790,90.0,80.0,95.0,9.0,Yes,80.0,At-Risk
S3792,90.0,80.0,95.0,7.0,Yes,80.0,Good
S3796,90.0,62.0,95.0,3.0,No,61.0,At-Risk
S3805,90.0,62.0,95.0,3.0,No,70.0,Average
S3808,90.0,80.0,95.0,8.0,No,61.0,Good
S3812,90.0,42.0,95.0,6.0,Yes,61.0,Average
S3819,80.0,62.0,95.0,3.0,No,61.0,At-Risk
S3820,90.0,35.0,95.0,3.0,Yes,61.0,Average
S3824,90.0,70.0,95.0,3.0,Yes,64.0,Good
S3829,80.0,83.0,95.0,3.0,Yes,69.0,Average
S3830,80.0,80.0,95.0,5.0,Yes,61.0,At-Risk
S3833,90.0,80.0,95.0,5.0,Yes,80.0,Good
S3837,96.0,80.0,95.0,3.0,No,37.0,Good
S3839,80.0,80.0,95.0,4.0,No,80.0,Average
S3840,90.0,67.0,95.0,3.0,Yes,80.0,Good
S3841,91.0,35.0,95.0,5.0,No,87.0,Average
S3842,80.0,62.0,95.0,3.0,Yes,61.0,At-Risk
S3843,90.0,80.0,95.0,3.0,Yes,64.0,At-Risk
S3844,90.0,95.0,95.0,3.0,Yes,61.0,At-Risk
S3848,90.0,62.0,95.0,3.0,Yes,47.0,Average
S3857,90.0,80.0,95.0,1.0,Yes,80.0,Average
S3858,90.0,62.0,95.0,2.0,No,61.0,Good
S3863,80.0,80.0,95.0,3.0,Yes,61.0,Average
S3872,90.0,62.0,95.0,3.0,Yes,80.0,Good
S3873,90.0,80.0,95.0,5.0,Yes,80.0,Average
S3875,90.0,83.0,95.0,2.0,Yes,61.0,Average
S3876,90.0,62.0,95.0,3.0,Yes,61.0,At-Risk
S3878,90.0,36.0,95.0,2.0,Yes,80.0,At-Risk
S3880,90.0,80.0,95.0,3.0,No,75.0,Good
S3883,80.0,62.0,95.0,3.0,No,34.0,At-Risk
S3885,90.0,62.0,95.0,3.0,No,58.0,Average
S3886,90.0,80.0,95.0,4.0,Yes,61.0,At-Risk
S3887,90.0,80.0,95.0,3.0,No,75.0,Good
S3888,90.0,80.0,95.0,3.0,Yes,80.0,Average
S3889,90.0,80.0,95.0,3.0,Yes,62.0,At-Risk
S3890,90.0,62.0,95.0,3.0,Yes,61.0,Average
S3898,90.0,80.0,95.0,3.0,Yes,61.0,Good
S3899,94.0,62.0,95.0,10.0,No,80.0,At-Risk
S3904,90.0,35.0,95.0,3.0,Yes,61.0,Good
S3905,96.0,80.0,95.0,6.0,Yes,61.0,Good
S3909,80.0,80.0,95.0,5.0,Yes,80.0,At-Risk
S3910,90.0,62.0,95.0,3.0,No,80.0,Good
S3911,96.0,80.0,95.0,3.0,No,80.0,Good
S3912,90.0,62.0,95.0,3.0,No,80.0,At-Risk
S3916,80.0,62.0,95.0,3.0,Yes,91.0,At-Risk
S3920,90.0,42.0,95.0,10.0,Yes,67.0,Good
S3921,90.0,80.0,95.0,3.0,Yes,83.0,At-Risk
S3922,80.0,80.0,95.0,9.0,Yes,61.0,Good
S3923,95.0,80.0,95.0,10.0,Yes,84.0,Good
S3926,90.0,62.0,95.0,3.0,No,52.0,Good
S3928,90.0,62.0,95.0,3.0,No,61.0,At-Risk
S3930,90.0,62.0,95.0,10.0,Yes,61.0,At-Risk
S3932,80.0,47.0,95.0,3.0,Yes,61.0,Average
S3933,90.0,68.0,95.0,3.0,Yes,61.0,Good
S3934,90.0,62.0,95.0,2.0,No,61.0,Good
S3935,90.0,62.0,95.0,5.0,Yes,95.0,Good
S3945,90.0,62.0,95.0,3.0,No,39.0,Average
S3946,80.0,94.0,95.0,3.0,No,80.0,Average
S3949,90.0,62.0,95.0,3.0,Yes,61.0,Average
S3952,90.0,42.0,95.0,3.0,Yes,61.0,Average
S3954,90.0,62.0,95.0,3.0,Yes,61.0,Good
S3971,83.0,62.0,95.0,4.0,No,61.0,Good
S3972,84.0,80.0,95.0,3.0,Yes,61.0,Good
S3973,90.0,62.0,95.0,7.0,No,80.0,Good
S3974,90.0,62.0,95.0,3.0,No,61.0,Good
S3975,80.0,62.0,95.0,4.0,Yes,80.0,Good
S3979,90.0,80.0,95.0,8.0,No,80.0,At-Risk
S3985,80.0,80.0,95.0,5.0,Yes,83.0,At-Risk
S3986,93.0,80.0,95.0,9.0,No,44.0,At-Risk
S3987,90.0,62.0,95.0,6.0,Yes,61.0,At-Risk
S3989,90.0,80.0,95.0,9.0,Yes,84.0,At-Risk
S3990,80.0,80.0,95.0,6.0,No,81.0,Average
S3992,90.0,62.0,95.0,3.0,Yes,85.0,At-Risk
S3993,80.0,80.0,95.0,3.0,Yes,47.0,Good
S3995,90.0,80.0,95.0,3.0,No,80.0,Average
S3997,91.0,62.0,95.0,3.0,Yes,61.0,Good
S3998,90.0,44.0,95.0,8.0,Yes,80.0,Good
S4003,90.0,65.0,95.0,4.0,No,80.0,Average
S4004,90.0,80.0,95.0,3.0,No,80.0,Average
S4011,90.0,38.0,95.0,10.0,Yes,61.0,At-Risk
S4012,90.0,91.0,95.0,3.0,Yes,61.0,Average
S4014,80.0,80.0,95.0,9.0,No,61.0,Good
S4018,90.0,80.0,95.0,7.0,Yes,80.0,Good
S4020,90.0,80.0,95.0,3.0,No,80.0,Good
S4023,90.0,62.0,95.0,3.0,Yes,42.0,Good
S4025,80.0,80.0,95.0,10.0,Yes,80.0,Average
S4026,90.0,62.0,95.0,3.0,Yes,89.0,Average
S4028,80.0,67.0,95.0,3.0,No,80.0,Good
S4031,80.0,80.0,95.0,3.0,No,80.0,At-Risk
S4032,90.0,80.0,95.0,7.0,Yes,80.0,Good
S4033,90.0,80.0,95.0,9.0,No,61.0,Average
S4034,96.0,95.0,95.0,3.0,Yes,80.0,Average
S4039,90.0,80.0,95.0,9.0,Yes,61.0,Good
S4041,80.0,62.0,95.0,3.0,Yes,80.0,Good
S4044,90.0,62.0,95.0,3.0,No,34.0,At-Risk
S4046,80.0,58.0,95.0,6.0,Yes,80.0,Average
S4048,90.0,68.0,95.0,3.0,No,65.0,Good
S4050,85.0,80.0,95.0,10.0,Yes,80.0,At-Risk
S4052,90.0,77.0,95.0,3.0,Yes,61.0,At-Risk
S4053,90.0,62.0,95.0,3.0,Yes,80.0,Average
S4055,90.0,62.0,95.0,3.0,Yes,42.0,Average
S4061,90.0,36.0,95.0,5.0,Yes,80.0,At-Risk
S4062,90.0,80.0,95.0,4.0,Yes,61.0,Good
S4064,90.0,41.0,95.0,3.0,Yes,61.0,Good
S4068,90.0,80.0,95.0,3.0,Yes,61.0,At-Risk
S4070,90.0,81.0,95.0,7.0,Yes,62.0,Good
S4075,90.0,62.0,95.0,3.0,Yes,59.0,Good
S4076,96.0,80.0,95.0,3.0,Yes,80.0,Average
S4077,90.0,80.0,95.0,5.0,Yes,80.0,Good
S4080,91.0,80.0,95.0,3.0,Yes,46.0,Good
S4081,90.0,80.0,95.0,4.0,Yes,61.0,Good
S4082,90.0,80.0,95.0,8.0,Yes,61.0,Good
S4083,90.0,80.0,95.0,3.0,No,92.0,Average
S4085,80.0,80.0,95.0,9.0,Yes,80.0,Average
S4087,80.0,62.0,95.0,1.0,No,76.0,Average
S4090,90.0,80.0,95.0,7.0,Yes,80.0,At-Risk
S4094,90.0,62.0,95.0,10.0,No,32.5,Average
S4098,90.0,62.0,95.0,3.0,No,80.0,Average
S4103,90.0,80.0,95.0,3.0,No,80.0,Good
S4106,90.0,80.0,95.0,3.0,Yes,89.0,Good
S4109,90.0,80.0,95.0,3.0,Yes,80.0,At-Risk
S4110,90.0,75.0,95.0,3.0,Yes,61.0,At-Risk
S4120,80.0,80.0,95.0,9.0,No,61.0,Good
S4122,80.0,80.0,95.0,3.0,No,80.0,Good
S4124,90.0,80.0,95.0,5.0,Yes,61.0,Average
S4127,84.0,62.0,95.0,3.0,No,61.0,Good
S4128,90.0,80.0,95.0,3.0,Yes,61.0,Average
S4134,80.0,80.0,95.0,3.0,No,61.0,Good
S4136,90.0,80.0,95.0,9.0,Yes,61.0,At-Risk
S4138,90.0,85.0,95.0,3.0,No,80.0,At-Risk
S4141,80.0,62.0,95.0,4.0,Yes,80.0,Good
S4142,80.0,55.0,95.0,3.0,Yes,80.0,At-Risk
S4145,90.0,85.0,95.0,2.0,Yes,37.0,At-Risk
S4146,95.0,62.0,95.0,3.0,No,80.0,At-Risk
S4148,86.0,62.0,95.0,3.0,No,61.0,At-Risk
S4149,80.0,62.0,95.0,1.0,No,80.0,Average
S4150,90.0,62.0,95.0,7.0,Yes,94.0,Average
S4155,90.0,62.0,95.0,3.0,No,61.0,At-Risk
S4157,89.0,62.0,95.0,8.0,Yes,72.0,At-Risk
S4158,90.0,80.0,95.0,3.0,Yes,80.0,Average
S4162,90.0,80.0,95.0,3.0,No,69.0,Good
S4167,90.0,70.0,95.0,5.0,Yes,61.0,Good
S4168,90.0,80.0,95.0,9.0,Yes,80.0,Good
S4169,90.0,80.0,95.0,2.0,Yes,80.0,At-Risk
S4170,90.0,82.0,95.0,3.0,No,61.0,At-Risk
S4174,90.0,92.0,95.0,3.0,Yes,80.0,At-Risk
S4177,90.0,45.0,95.0,3.0,No,57.0,Good
S4178,90.0,62.0,95.0,3.0,Yes,80.0,Good
S4182,90.0,35.0,95.0,3.0,Yes,47.0,Average
S4183,90.0,75.0,95.0,5.0,Yes,54.0,Good
S4187,88.0,62.0,95.0,3.0,No,80.0,Good
S4188,91.0,71.0,95.0,9.0,Yes,61.0,Good
S4191,80.0,56.0,95.0,3.0,Yes,61.0,Average
S4192,90.0,90.0,95.0,1.0,No,80.0,At-Risk
S4195,90.0,80.0,95.0,3.0,No,61.0,Average
S4197,96.0,62.0,95.0,3.0,No,61.0,Good
S4198,90.0,62.0,95.0,3.0,Yes,61.0,At-Risk
S4200,90.0,62.0,95.0,10.0,No,85.0,Average
S4201,90.0,62.0,95.0,1.0,Yes,81.0,Average
S4202,82.0,62.0,95.0,3.0,No,80.0,Good
S4203,90.0,80.0,95.0,4.0,Yes,61.0,Average
S4210,90.0,71.0,95.0,3.0,Yes,61.0,Average
S4211,80.0,51.0,95.0,3.0,Yes,61.0,Average
S4212,80.0,68.0,95.0,3.0,Yes,86.0,At-Risk
S4213,90.0,66.0,95.0,3.0,Yes,61.0,Good
S4219,90.0,86.0,95.0,3.0,No,80.0,Good
S4222,90.0,67.0,95.0,7.0,Yes,80.0,Average
S4224,90.0,80.0,95.0,3.0,Yes,61.0,Good
S4226,90.0,62.0,95.0,3.0,No,80.0,Good
S4229,80.0,62.0,95.0,8.0,Yes,41.0,Average
S4231,80.0,62.0,95.0,3.0,Yes,80.0,Good
S4232,90.0,72.0,95.0,3.0,Yes,61.0,Good
S4238,80.0,49.0,95.0,3.0,Yes,91.0,Average
S4242,90.0,62.0,95.0,3.0,Yes,47.0,Average
S4248,90.0,36.0,95.0,5.0,Yes,81.0,Good
S4250,90.0,73.0,95.0,9.0,Yes,35.0,At-Risk
S4252,80.0,62.0,95.0,3.0,Yes,85.0,At-Risk
S4255,90.0,80.0,95.0,8.0,Yes,80.0,At-Risk
S4257,89.0,73.0,95.0,3.0,No,80.0,Good
S4258,80.0,80.0,95.0,6.0,Yes,90.0,Good
S4260,90.0,62.0,95.0,3.0,Yes,80.0,At-Risk
S4263,80.0,80.0,95.0,4.0,No,61.0,Average
S4267,90.0,71.0,95.0,3.0,Yes,61.0,Good
S4270,80.0,80.0,95.0,3.0,Yes,35.0,Average
S4271,90.0,62.0,95.0,4.0,Yes,61.0,At-Risk
S4273,91.0,62.0,95.0,3.0,Yes,61.0,Good
S4278,90.0,80.0,95.0,3.0,Yes,61.0,Good
S4279,90.0,80.0,95.0,6.0,Yes,61.0,Average
S4285,80.0,62.0,95.0,3.0,Yes,80.0,Average
S4288,90.0,62.0,95.0,3.0,Yes,80.0,Good
S4290,90.0,80.0,95.0,5.0,Yes,61.0,Good
S4291,90.0,62.0,95.0,3.0,No,83.0,At-Risk
S4292,90.0,62.0,95.0,3.0,Yes,80.0,Average
S4293,90.0,41.0,95.0,2.0,No,61.0,At-Risk
S4301,90.0,80.0,95.0,6.0,Yes,45.0,At-Risk
S4302,90.0,62.0,95.0,3.0,Yes,33.0,Average
S4311,80.0,62.0,95.0,3.0,No,61.0,At-Risk
S4312,90.0,62.0,95.0,3.0,Yes,61.0,Good
S4316,80.0,62.0,95.0,3.0,Yes,61.0,Good
S4317,90.0,80.0,95.0,3.0,Yes,87.0,Average
S4319,90.0,62.0,95.0,3.0,Yes,61.0,Average
S4320,91.0,80.0,95.0,3.0,No,61.0,At-Risk
S4323,90.0,80.0,95.0,4.0,Yes,83.0,At-Risk
S4326,90.0,89.0,95.0,9.0,No,61.0,Good
S4327,90.0,35.0,95.0,3.0,No,80.0,Good
S4330,80.0,62.0,95.0,9.0,No,61.0,Good
S4331,90.0,80.0,95.0,7.0,Yes,82.0,Good
S4332,90.0,62.0,95.0,3.0,Yes,61.0,At-Risk
S4334,90.0,67.0,95.0,3.0,Yes,80.0,At-Risk
S4336,90.0,80.0,95.0,3.0,Yes,61.0,Good
S4337,80.0,80.0,95.0,10.0,Yes,80.0,At-Risk
S4342,80.0,62.0,95.0,3.0,Yes,80.0,Good
S4345,90.0,65.0,95.0,3.0,No,61.0,At-Risk
S4346,80.0,80.0,95.0,3.0,Yes,43.0,Average
S4347,90.0,62.0,95.0,3.0,Yes,91.0,At-Risk
S4350,90.0,38.0,95.0,1.0,Yes,77.0,Good
